Number,id,missing data,citation1,citation2,citation3,country,country id,latitude,longitude,method,rdt type,month start,year start,month end,year end,lower age,upper age,pf pos,examined,PR,Dummy Time
905,820908,,"UNICEF KCO. (1994). <i>Vitamin A deficiency in Kenya: A report of the national micronutrients survey, 1994.</i> Nairobi, Kenya: UNICEF 89pg.",,,Kenya,KEN,-0.285,35.8502,Microscopy,,5,1994,5,1994,0,5,0,235,0,2000
906,820924,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.59025,34.71796,RDT,Paracheck Pf (Dipstick),7,2009,7,2009,4,15,4,105,0.038095238,2000
907,820959,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.01537,34.28111,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,20,110,0.181818182,2000
908,820961,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-2.2123,37.7352,RDT,Rapid Uni-Gold,9,2003,9,2003,0.4,4,1,17,0.058823529,2000
909,821005,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.91355,35.56338,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,110,0,2000
910,821017,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-1.8916,37.4803,RDT,Rapid Uni-Gold,8,2003,8,2003,0.4,4,1,20,0.05,2000
911,821039,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,0.3554,34.1595,RDT,Rapid Uni-Gold,2,2003,2,2003,0.3,5,31,35,0.885714286,2000
912,821100,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.5062,39.8588,Microscopy,,4,2009,4,2009,0.8,13,0,24,0,2000
913,821126,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.50018,34.21634,Microscopy,,1,2004,7,2004,2,13,54,229,0.23580786,2000
914,821143,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2008) personal communication.",,,Kenya,KEN,-3.5158,39.8315,Microscopy,,2,2008,2,2008,1,11,0,66,0,2000
915,821159,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-3.57674,39.85253,RDT,OptiMAL-IT,9,2008,9,2008,5,15,0,108,0,2000
916,810432,,"Nevill, C.G. and Snow, R.W. (1993) personal communication.",,,Kenya,KEN,-3.46958,39.91848,Microscopy,,3,1993,3,1993,0,9,50,109,0.458715596,2000
917,821249,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-2.0607,37.7594,RDT,Rapid Uni-Gold,8,2003,9,2003,0.7,4,0,9,0,2000
918,821251,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.32042,36.77969,RDT,Paracheck Pf (Dipstick),7,2009,7,2009,4,15,0,70,0,2000
919,809802,,"Marsh, K. (1995) personal communication.",,,Kenya,KEN,-3.45961,39.89969,Microscopy,,3,1995,3,1995,0,4,33,111,0.297297297,2000
920,821277,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.69295,40.12071,RDT,Paracheck Pf (Dipstick),3,2009,3,2009,5,17,2,105,0.019047619,2000
921,825093,,"Mbogo, C. (2006). <i>Adaptive integrated malaria vector management at Malindi, Kenya - Final report (May 2005 - April 2006).</i> Nairobi, Kenya: International Centre of Insect Physiology and Ecology (ICIPE)  36pg.",,,Kenya,KEN,-3.25125,40.05228,Microscopy,,9,2005,9,2005,5,12,6,91,0.065934066,2000
922,821327,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.92238,37.12864,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,110,0,2000
923,821328,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  <b>Spatial and temporal heterogeneity of <i>Anopheles</i> mosquitoes and <i>Plasmodium falciparum</i> transmission along the Kenyan coast.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>68</b>(6):734-42",,,Kenya,KEN,-3.924,39.7675,Microscopy,,5,1998,5,1998,6,12,65,100,0.65,2000
924,821332,,"Snow, R.W. (1991) personal communication.",,,Kenya,KEN,-3.5907,39.87528,Microscopy,,6,1989,12,1991,0,7,5,15,0.333333333,2000
925,821342,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-3.3779,38.3849,RDT,Paracheck Pf (Dipstick),7,2009,7,2009,4,15,0,114,0,2000
926,821345,,"Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52",,,Kenya,KEN,1.6034,35.0944,RDT,Paracheck Pf,6,2006,9,2006,10,20,1,4,0.25,2000
927,821373,,"Mwangi, T.W. (2003). <i>Clinical epidemiology of malaria under differing levels of transmission.</i> D. Phil. Thesis. The Open University: Weatherall Institute of Molecular Medicine, Oxford, United Kingdom.","Mwangi, T.W. (2008) personal communication.",,Kenya,KEN,-3.5221,39.8713,Microscopy,,3,2000,3,2000,0,11,12,58,0.206896552,2000
928,821374,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.8489,39.7586,Microscopy,,4,2009,4,2009,1,13,6,10,0.6,2000
929,821376,,"Nevill, CG and Snow, RW. (1988) personal communication.",,,Kenya,KEN,-2.3806,40.6482,Microscopy,,1,1988,1,1988,4,9,7,108,0.064814815,2000
930,821410,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.30817,38.35208,RDT,Paracheck Pf (Device),9,2009,9,2009,5,17,0,39,0,2000
931,821444,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.61111,40.08,RDT,Paracheck Pf (Dipstick),3,2009,3,2009,5,17,1,110,0.009090909,2000
932,809914,,"Mbogo, C. (2009). <i>Report on the malaria prevalence survey in Malindi.</i> Malindi, Kenya 4pg.",,,Kenya,KEN,-3.22054,40.00088,Microscopy,,10,2008,10,2008,3,14,0,101,0,2000
933,821485,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.5196,39.86,Microscopy,,4,2009,4,2009,0.4,12,0,20,0,2000
934,821491,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.5092,39.8704,Microscopy,,4,2009,4,2009,0.7,13,0,19,0,2000
935,821505,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-4.0775,39.40582,RDT,OptiMAL-IT,9,2008,9,2008,5,15,4,108,0.037037037,2000
936,821521,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.39328,37.9973,RDT,Paracheck Pf (Device),10,2009,10,2009,5,17,0,110,0,2000
937,821543,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.8691,34.7086,RDT,Paracheck Pf (Dipstick),7,2009,7,2009,4,15,0,104,0,2000
938,821588,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.43151,34.89878,RDT,Paracheck Pf (Dipstick),7,2009,7,2009,4,15,13,109,0.119266055,2000
939,821660,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  <b>Spatial and temporal heterogeneity of <i>Anopheles</i> mosquitoes and <i>Plasmodium falciparum</i> transmission along the Kenyan coast.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>68</b>(6):734-42",,,Kenya,KEN,-4.183,39.533,Microscopy,,5,1998,5,1998,6,12,66,100,0.66,2000
940,821684,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,0.3525,34.2966,RDT,Rapid Uni-Gold,2,2003,2,2003,0.4,5,34,36,0.944444444,2000
941,821689,,"Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52",,,Kenya,KEN,1.8284,35.2151,RDT,Paracheck Pf,6,2006,9,2006,3,20,5,22,0.227272727,2000
942,821691,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,0.15086,34.83679,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,34,110,0.309090909,2000
943,825095,,"Mbogo, C. (2006). <i>Adaptive integrated malaria vector management at Malindi, Kenya - Final report (May 2005 - April 2006).</i> Nairobi, Kenya: International Centre of Insect Physiology and Ecology (ICIPE)  36pg.",,,Kenya,KEN,-3.21874,40.10201,Microscopy,,9,2005,9,2005,5,15,6,100,0.06,2000
944,825098,,"Mbogo, C. (2006). <i>Adaptive integrated malaria vector management at Malindi, Kenya - Final report (May 2005 - April 2006).</i> Nairobi, Kenya: International Centre of Insect Physiology and Ecology (ICIPE)  36pg.",,,Kenya,KEN,-3.21838,40.11909,Microscopy,,6,2005,6,2005,5,15,1,105,0.00952381,2000
945,821763,,"Montgomery, S.R., Muok, EM, Mwinzi, PN, Williamson, JM, Secor, WE and Karanja, DM. (2008). <i>Estimation of attributable risk of anemia due to schistosomiasis in western Kenya.</i> New Orleans, United States of America.","Montgomery, SR. (2009) personal communication.",,Kenya,KEN,-0.22974,34.33936,Microscopy,,9,2006,9,2006,5,14,22,69,0.31884058,2000
946,821775,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.23405,34.47791,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,6,110,0.054545455,2000
947,821776,,"Montgomery, S.R., Muok, EM, Mwinzi, PN, Williamson, JM, Secor, WE and Karanja, DM. (2008). <i>Estimation of attributable risk of anemia due to schistosomiasis in western Kenya.</i> New Orleans, United States of America.","Montgomery, SR. (2009) personal communication.",,Kenya,KEN,-0.17909,34.50573,Microscopy,,4,2007,5,2007,5,14,80,130,0.615384615,2000
948,821789,,"Hagos, B., Khan, B., Ofulla, A.V., Kariuki, D. and Martin, S.K. (1993).  <b>Response of falciparum malaria to chloroquine and three second line antimalarial drugs in a Kenyan coastal school age population.</b> <i>East African Medical Journal</i>, <b>70</b>(10):620-3",,,Kenya,KEN,-3.9598,39.5415,Microscopy,,5,1990,6,1990,7,16,76,728,0.104395604,2000
949,821813,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-1.25507,34.65037,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,13,110,0.118181818,2000
950,821824,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.4892,34.6174,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,42,110,0.381818182,2000
951,821851,," Kilifi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.",,,Kenya,KEN,-3.8257,39.7453,Microscopy,,5,2009,5,2009,0.3,10,4,22,0.181818182,2000
952,821855,,"Okech, B.A. (2004). <i>Environmental factors affecting the development of <i>Plasmodium falciparum</i> in <i>Anopheles</i> gambaie mosquitoes.</i>",,,Kenya,KEN,-0.46582,34.24161,Microscopy,,10,2001,10,2001,5,18,73,169,0.431952663,2000
953,821863,,"Snow, R.W. (1991) personal communication.",,,Kenya,KEN,-3.45786,39.88625,Microscopy,,11,1989,12,1991,1,4,1,3,0.333333333,2000
954,821891,,"Marsh, V.M. and Abuya, T. (2004) personal communication.",,,Kenya,KEN,-2.3976,37.8222,RDT,Rapid Uni-Gold,9,2003,9,2003,0.3,4,0,10,0,2000
955,821902,,"Gitonga, C. and Brooker, S. (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.52561,39.64711,RDT,Paracheck Pf (Dipstick),2,2009,2,2009,5,17,1,106,0.009433962,2000
956,821935,,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,,Kenya,KEN,-4.0308,39.24676,RDT,OptiMAL-IT,9,2008,9,2008,5,15,3,107,0.028037383,2000
957,821952,,"UNICEF KCO. (1994). <i>Vitamin A deficiency in Kenya: A report of the national micronutrients survey, 1994.</i> Nairobi, Kenya: UNICEF 89pg.",,,Kenya,KEN,-0.3609,39.61,Microscopy,,5,1994,5,1994,0,6,7,113,0.061946903,2000
958,821963,,"UNICEF KCO. (1994). <i>Vitamin A deficiency in Kenya: A report of the national micronutrients survey, 1994.</i> Nairobi, Kenya: UNICEF 89pg.",,,Kenya,KEN,-0.6114,37.0957,Microscopy,,3,1994,3,1994,0,5,0,248,0,2000
959,821986,,"Leenstra, T., Petersen, L.T., Kariuki, S.K., Oloo, A.J., Kager, P.A. and ter Kuile, F.O. (2005).  <b>Prevalence and severity of malnutrition and age at menarche; cross-sectional studies in adolescent schoolgirls in western Kenya.</b> <i>European Journal of Clinical Nutrition</i>, <b>59</b>(1):41-8","Leenstra, T. (2009) personal communication.",,Kenya,KEN,-0.032,34.599,Microscopy,,2,1999,2,1999,12,18,6,26,0.230769231,2000
960,822005,,"UNICEF KCO. (1994). <i>Vitamin A deficiency in Kenya: A report of the national micronutrients survey, 1994.</i> Nairobi, Kenya: UNICEF 89pg.",,,Kenya,KEN,-0.1126,37.6738,Microscopy,,3,1994,3,1994,0,5,1,286,0.003496503,2000
961,822065,,"Ashford, R.W., Craig, P.S. and Oppenheimer, S.J. (1993).  <b>Polyparasitism on the Kenya coast. 2. Spatial heterogeneity in parasite distributions.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>87</b>(3):283-93",,,Kenya,KEN,-3.6362,39.669,Microscopy,,10,1985,3,1986,0,99,62,84,0.738095238,2000
962,822075,,"Snow, R.W. (1991) personal communication.",,,Kenya,KEN,-3.57371,39.86803,Microscopy,,9,1989,9,1991,0,7,1,5,0.2,2000
963,825091,,"Mbogo, C. (2006). <i>Adaptive integrated malaria vector management at Malindi, Kenya - Final report (May 2005 - April 2006).</i> Nairobi, Kenya: International Centre of Insect Physiology and Ecology (ICIPE)  36pg.",,,Kenya,KEN,-3.203,40.08864,Microscopy,,9,2005,9,2005,5,12,12,93,0.129032258,2000
964,825101,,"Mbogo, C. (2006). <i>Adaptive integrated malaria vector management at Malindi, Kenya - Final report (May 2005 - April 2006).</i> Nairobi, Kenya: International Centre of Insect Physiology and Ecology (ICIPE)  36pg.",,,Kenya,KEN,-3.1708,40.11838,Microscopy,,9,2005,9,2005,5,15,10,89,0.112359551,2000
965,825097,,"Mbogo, C. (2006). <i>Adaptive integrated malaria vector management at Malindi, Kenya - Final report (May 2005 - April 2006).</i> Nairobi, Kenya: International Centre of Insect Physiology and Ecology (ICIPE)  36pg.",,,Kenya,KEN,-3.16368,40.08292,Microscopy,,9,2005,9,2005,5,15,32,82,0.390243902,2000
966,823094,,"Wilson, S., Booth, M., Jones, F.M., Mwatha, J.K., Kimani, G., Kariuki, H.C., Vennervald, B.J., Ouma, J.H., Muchiri, E. and Dunne, D.W. (2007).  <b>Age-adjusted <i><i>Plasmodium</i> falciparum</i> antibody levels in school-aged children are a stable marker of microgeographical variations in exposure to <i>Plasmodium</i> infection.</b> <i>BMC Infectious Diseases</i>, <b>7</b>:67",,,Kenya,KEN,-2.7,38.133,Microscopy,,2,2004,2,2004,3,95,464,973,0.476875642,2000
967,817602,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-2.57665,38.15129,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,0,107,0,2000
968,805733,,"Sturrock, R.F., Kariuki, H.C., Thiongo, F.W., Gachare, J.W., Omondi, B.G., Ouma, J.H., Mbugua, G. and Butterworth, A.E. (1996).  <b>Schistosomiasis mansoni in Kenya: relationship between infection and anaemia in schoolchildren at the community level.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>90</b>(1):48-54",,,Kenya,KEN,-2.5432,38.1993,Microscopy,,10,1989,1,1990,5,14,65,260,0.25,2000
969,823116,,Adungo. (1992).,,,Kenya,KEN,-0.7861,34.9455,Microscopy,,3,1990,3,1990,1,10,2.5,50,0.05,2000
970,823118,,Adungo. (1992).,,,Kenya,KEN,-0.7041,34.8116,Microscopy,,3,1990,3,1990,1,10,6.5,50,0.13,2000
971,812706,,"Mutero, C.M., Kabutha, C., Kimani, V., Kabuage, L., Gitau, G., Ssennyonga, J., Githure, J., Muthami, L., Kaida, A., Musyoka, L., Kiarie, E. and Oganda, M. (2004).  <b>A transdisciplinary perspective on the links between malaria and agroecosystems in Kenya.</b> <i>Acta Tropica</i>, <b>89</b>(2):171-86",,,Kenya,KEN,-0.6981,37.3446,Microscopy,,11,2001,2,2002,0,9,0,21,0,2000
972,823090,,"Rapuoda, B.A. (1995). <i>The malaria parasite prevalence rates in settled villages of the Mwea Tebere irrigation scheme.</i> D. Phil. Thesis. Kenyatta University, Nairobi, Kenya.",,,Kenya,KEN,-0.634,37.366,Microscopy,,10,1989,10,1989,0,99,1,119,0.008403361,2000
973,825572,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.51249,34.30467,Microscopy,,1,2004,7,2004,1,15,47,213,0.220657277,2000
974,825579,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.4987,34.31091,Microscopy,,1,2004,5,2004,1,14,66,243,0.271604938,2000
975,825551,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.49175,34.28071,Microscopy,,3,2004,7,2004,1,17,60,289,0.207612457,2000
976,825586,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.48858,34.24442,Microscopy,,5,2004,5,2004,4,13,31,104,0.298076923,2000
977,817160,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.48561,34.17385,Microscopy,,2,2004,6,2004,1,14,33,158,0.208860759,2000
978,825526,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.48392,34.17694,Microscopy,,2,2004,6,2004,4,14,58,292,0.198630137,2000
979,825626,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.47478,34.28777,Microscopy,,5,2004,5,2004,3,6,12,27,0.444444444,2000
980,825598,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.47193,34.28039,Microscopy,,1,2004,5,2004,2,15,97,380,0.255263158,2000
981,825515,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.46258,34.31798,Microscopy,,1,2004,6,2004,1,14,92,419,0.219570406,2000
982,804610,,"Snow, RW, Noor, A and Gitonga, C. Nairobi, KEMRI-Wellcome Trust Research Programme, (2009) personal communication.","Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S. (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",,Kenya,KEN,-0.45964,34.26616,RDT,Paracheck Pf (Device),11,2009,11,2009,5,17,32,110,0.290909091,2000
983,825508,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.44662,34.24891,Microscopy,,2,2004,2,2004,4,12,29,135,0.214814815,2000
984,825585,,"Manda, H. and Gouagna, L.C. International Centre for Insect Physiology and Ecology / NIH ICDR-funded, (2009) personal communication.",,,Kenya,KEN,-0.44562,34.23315,Microscopy,,6,2004,7,2004,2,13,46,234,0.196581197,2000
985,810952,,"Okech, B.A. (2004). <i>Environmental factors affecting the development of <i>Plasmodium falciparum</i> in <i>Anopheles</i> gambaie mosquitoes.</i>",,,Kenya,KEN,-0.42472,34.20643,Microscopy,,6,2002,6,2002,5,16,96,453,0.21192053,2000
986,823122,,Adungo. (1992).,,,Kenya,KEN,-0.42,34.57,Microscopy,,3,1990,3,1990,1,10,40,50,0.8,2000
987,810789,,"Okech, B.A. (2004). <i>Environmental factors affecting the development of <i>Plasmodium falciparum</i> in <i>Anopheles</i> gambaie mosquitoes.</i>",,,Kenya,KEN,-0.38417,34.17763,Microscopy,,1,2002,3,2002,5,15,101,404,0.25,2000
988,811124,,"Mwaniki, D.L. (2002). <i>Anaemia and status of iron, vitamin A and zinc in Kenya.</i> Nairobi, Kenya: UNICEF 256pg.",,,Kenya,KEN,-0.3312,34.8687,Microscopy,,10,1999,10,1999,0,5,322,434,0.741935484,2000
989,814652,,Rapuoda. (1995).,,,Kenya,KEN,-0.27,34.9,Microscopy,,9,1994,9,1994,1,9,273,397,0.687657431,2000
